"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"W884NEYU","journalArticle","2020","Yang, Jinho; McDowell, Andrea; Seo, Hochan; Kim, Sungwon; Min, Taek Ki; Jee, Young-Koo; Choi, Youngwoo; Park, Hae-Sim; Pyun, Bok Yang; Kim, Yoon-Keun","Diagnostic Models for Atopic Dermatitis Based on Serum Microbial Extracellular Vesicle Metagenomic Analysis: A Pilot Study","ALLERGY ASTHMA & IMMUNOLOGY RESEARCH","","","10.4168/aair.2020.12.5.792","","Purpose: Associations between a wide variety of diseases and the microbiome have been extensively verified. Recently, there has been a rising interest in the role the microbiome plays in atopic dermatitis (AD). Furthermore, metagenomic analysis of microbe-derived extracellular vesicles (EVs) has revealed the importance and relevance of microbial EVs in human health. Methods: We compared the diversity and proportion of microbial EVs in the sera of 24 AD patients and 49 healthy controls, and developed a diagnostic model. After separating microbial EVs from serum, we specifically targeted the V3-V4 hypervariable regions of the 16S rDNA gene for amplification and subsequent sequencing. Results: Alpha and beta diversity between controls and AD patients both differed, but only the difference in beta diversity was significant. Proteobacteria, Firmicutes, and Bacteroidetes were the dominant phyla in healthy controls and AD patients, accounting for over 85% of the total serum bacterial EVs. Also, Proteobacteria, Firmicutes, Actinobacteria, Verrucomicrobia, and Cyanobacteria relative abundances were significantly different between the AD and control groups. At the genus level, the proportions of Escherichia-Shigella, Acinetobacter, Pseudomonas, and Enterococcus were drastically altered between the AD and control groups. AD diagnostic models developed using biomarkers selected on the basis of linear discriminant analysis effect size from the class to genus levels all yielded area under the receiver operating characteristic curve, sensitivity, specificity, and accuracy of value 1.00. Conclusions: In summary, microbial EVs demonstrated the potential in their use as novel biomarkers for AD diagnosis. Therefore, future work should investigate larger case and control groups with cross-sectional or longitudinal clinical data to explore the utility and validity of serum microbiota EV-based AD diagnosis.","2020-09","2022-06-27 16:28:49","2022-07-19 17:07:57","","792-805","","5","12","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human blood; var-medical condition","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LN7CCHSZ","journalArticle","2022","Raineri, Silvia; Sherriff, Julia A.; Thompson, Kevin S. J.; Jones, Huw; Pfluger, Paul T.; Ilott, Nicholas E.; Mellor, Jane","Pharmacologically induced weight loss is associated with distinct gut microbiome changes in obese rats","BMC MICROBIOLOGY","","","10.1186/s12866-022-02494-1","","Background Obesity, metabolic disease and some psychiatric conditions are associated with changes to relative abundance of bacterial species and specific genes in the faecal microbiome. Little is known about the impact of pharmacologically induced weight loss on distinct microbiome species and their respective gene programs in obese individuals. Methodology Using shotgun metagenomics, the composition of the microbiome was obtained for two cohorts of obese female Wistar rats (n = 10-12, total of 82) maintained on a high fat diet before and after a 42-day treatment with a panel of four investigatory or approved anti-obesity drugs (tacrolimus/FK506, bupropion, naltrexone and sibutramine), alone or in combination. Results Only sibutramine treatment induced consistent weight loss and improved glycaemic control in the obese rats. Weight loss was associated with reduced food intake and changes to the faecal microbiome in multiple microbial taxa, genes, and pathways. These include increased beta-diversity, increased relative abundance of multiple Bacteroides species, increased Bacteroides/Firmicutes ratio and changes to abundance of genes and species associated with obesity-induced inflammation, particularly those encoding components of the flagellum and its assembly. Conclusions Sibutramine-induced weight loss in obese rats is associated with improved metabolic health, and changes to the faecal microbiome consistent with a reduction in obesity-induced bacterially-driven inflammation.","2022-04-07","2022-06-27 16:28:49","2022-07-18 21:59:12","","","","1","22","","","","","","","","","","","","","","","","","Type: Article","","","","biome-rodent gut; shotgun sequencing; var-adiposity; var-treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3S9856R4","journalArticle","2017","Perez-Losada, Marcos; Alamri, Lamia; Crandall, Keith A.; Freishtat, Robert J.","Nasopharyngeal Microbiome Diversity Changes over Time in Children with Asthma","PLOS ONE","","","10.1371/journal.pone.0170543","","Background The nasopharynx is a reservoir for pathogens associated with respiratory illnesses such as asthma. Next-generation sequencing (NGS) has been used to characterize the nasopharyngeal microbiome of infants and adults during health and disease; less is known, however, about the composition and temporal dynamics (i. e., longitudinal variation) of microbiotas from children and adolescents. Here we use NGS technology to characterize the nasopharyngeal microbiomes of asthmatic children and adolescents (6 to 18 years) and determine their stability over time. Methods Two nasopharyngeal washes collected 5.5 to 6.5 months apart were taken from 40 children and adolescents with asthma living in the Washington D. C. area. Sequence data from the 16S-V4 rRNA gene region (similar to 250 bp) were collected from the samples using the MiSeq platform. Raw data were processed in mothur (SILVA123 reference database) and Operational Taxonomic Units (OTU)-based alpha-and beta-diversity metrics were estimated. Relatedness among samples was assessed using PCoA ordination and Procrustes analyses. Differences in microbial diversity and taxon mean relative proportions were assessed using linear mixed effects models. Core microbiome analyses were also performed to identify stable and consistent microbes of the nasopharynx. Results and Discussion A total of 2,096,584 clean 16S sequences corresponding to an average of 167 OTUs per sample were generated. Representatives of Moraxella*, Staphylococcus*, Dolosigranulum, Corynebacterium, Prevotella, Streptococcus*, Haemophilus*, Fusobacterium* and a Neisseriaceae genus accounted for 86% of the total reads. These nine genera have been previously found in the nasopharynxes of both infants and adults, but in different proportions. OTUs from the five genera highlighted (*) above defined the nasopharyngeal core microbiome at the 95% level. No significant differences in alpha-and beta-diversity were observed between seasons, but bacterial mean relative proportions of Haemophilus, Moraxella, Staphylococcus and Corynebacterium varied significantly between summer-fall and age groups (inter-patient variation). Additionally, OTUs varied significantly within patients between time points in 35 of the 40 patients analyzed. Future cross-sectional studies should be mindful of the temporal dynamics of the nasopharyngeal microbiota.","2017-01-20","2022-06-27 16:28:50","2022-06-30 17:02:56","","","","1","12","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WMBNPJ5","journalArticle","2017","Castellani, Christoph; Singer, Georg; Kashofer, Karl; Huber-Zeyringer, Andrea; Flucher, Christina; Kaiser, Margarita; Till, Holger","The Influence of Proton Pump Inhibitors on the Fecal Microbiome of Infants with Gastroesophageal Reflux-A Prospective Longitudinal Interventional Study","FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY","","","10.3389/fcimb.2017.00444","","Proton pump inhibitors (PPIs) are the standard therapy for gastroesophageal reflux disease. In adults, PPI treatment is associated with Clostridium difficile infections (CDI). In contrast to adults the microbiome of infants develops from sterility at birth toward an adult-like profile in the first years of life. The effect of PPIs on this developing microbiome has never been studied. The aim of the present study was to determine the effect of oral PPIs on the fecal microbiome in infants with gastroesophageal reflux disease (GERD). In this prospective longitudinal study 12 infants with proven GERD received oral PPIs for a mean period of 18 weeks (range 8-44). Stool samples were collected before (”before PPI”) and 4 weeks after initiation of PPI therapy (”on PPI”). A third sample was obtained 4 weeks after PPI discontinuation (”after PPI”). The fecal microbiome was determined by NGS based 16S rDNA sequencing. This trial was registered with clinicaltrials.gov(NCT02359604). In a comparison of “before PPI” and “on PPI” neither alpha- nor beta-diversity changed significantly. On the genus level, however, the relative abundances showed a decrease of Lactobacillus and Stenotrophomonas and an increase of Haemophilus. After PPI therapy there was a significant increase of alpha- and beta-diversity. Additionally, the relative abundances of the phyla Firmicutes, Bacteroidetes, and Proteobacteria were significantly changed and correlated to patients' age and the introduction of solid foods. PPI treatment has only minor effects on the fecal microbiome. After discontinuation of PPI treatment the fecal microbiome correlated to patients' age and nutrition.","2017-10-11","2022-06-27 16:28:50","2022-07-19 17:12:59","","","","","7","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human gut; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73XWB4PT","journalArticle","2020","Pereira, Andre C.; Bandeira, Victor; Fonseca, Carlos; Cunha, Monica, V","Egyptian Mongoose (Herpestes ichneumon) Gut Microbiota: Taxonomical and Functional Differences across Sex and Age Classes","MICROORGANISMS","","","10.3390/microorganisms8030392","","The Egyptian mongoose (Herpestes ichneumon) is a medium-size carnivore that, in Europe, is restricted to Iberia. The bio-ecology of this species remains to be elucidated in several dimensions, including gut microbiota that is nowadays recognized as a fundamental component of mammals. In this work, we investigated the gut microbiota of this herpestid by single-molecule real-time sequencing of twenty paired male (n = 10) and female (n = 10) intestinal samples. This culture-independent approach enabled microbial profiling based on 16S rDNA and investigation of taxonomical and functional features. The core gut microbiome of the adult subpopulation was dominated by Firmicutes, Fusobacteria, Actinobacteria, and Proteobacteria. Eight genera were uniquely found in adults and five in non-adults. When comparing gut bacterial communities across sex, four genera were exclusive of females and six uniquely found in males. Despite these compositional distinctions, alpha- and beta-diversity analyses showed no statistically significant differences across sex or between adult and non-adult specimens. However, when function was inferred, males presented a significantly higher abundance of amino acid and citrate cycle metabolic pathways, compared to the significant overrepresentation in females of galactose metabolic pathways. Additionally, adults exhibited a significantly higher abundance of cationic antimicrobial peptide resistance pathways, while non-adults bared a significant overrepresentation of two-component systems associated with antibiotic synthesis, flagellin and biofilm production, and chemotaxis control. This study adds new insights into the mongoose bio-ecology palette, highlighting taxonomical and functional microbiome dissimilarities across sex and age classes, possibly related to primary production resources and life-history traits that impact on behavior and diet.","2020-03","2022-06-27 16:28:50","2022-07-18 21:52:13","","","","3","8","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-mongoose gut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YH9Q3267","journalArticle","2021","Ciaravolo, Susan; Martinez-Lopez, Lina Maria; Allcock, Richard J. N.; Woodward, Andrew P.; Mansfield, Caroline","Longitudinal Survey of Fecal Microbiota in Healthy Dogs Administered a Commercial Probiotic","FRONTIERS IN VETERINARY SCIENCE","","","10.3389/fvets.2021.664318","","The aim of this longitudinal microbiome study was to investigate the effects of a commercially available veterinary synbiotic product (Blackmore's (R) Paw DigestiCare 60 (TM)) on the fecal microbiome of healthy dogs using 16S rRNA gene microbial profiling. Fifteen healthy, privately-owned dogs participated in a 2-week trial administration of the product. Fecal samples were collected at different time points, including baseline (prior to treatment), during administration and after discontinuation of product. Large intra- and inter-individual variation was observed throughout the study, but microbiome composition at higher phylogenetic levels, alpha and beta diversity were not significantly altered after 2 weeks of probiotic administration, suggesting an absence of probiotic impact on microbial diversity. Administration of the synbiotic preparation did, however, result in transient increases in probiotic species from Enterococacceae and Streptococacceae families as well as an increase in Fusobacteria; with the fecal microbiota partially reverting to its baseline state 3-weeks after cessation of probiotic administration.","2021-06-21","2022-06-27 16:28:50","2022-07-19 18:19:50","","","","","8","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-canine gut; var-longitudinal; var-probiotics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E29AB5JR","journalArticle","2019","Heirali, Alya A.; Acosta, Nicole; Storey, Douglas G.; Workentine, Matthew L.; Somayaji, Ranjani; Laforest-Lapointe, Isabelle; Leung, Winnie; Quon, Bradley S.; Berthiaume, Yves; Rabin, Harvey R.; Waddell, Barbara J.; Rossi, Laura; Surette, Michael G.; Parkins, Michael D.","The effects of cycled inhaled aztreonam on the cystic fibrosis (CF) lung microbiome","JOURNAL OF CYSTIC FIBROSIS","","","10.1016/j.jcf.2019.02.010","","Background: To improve clinical outcomes, cystic fibrosis (CF) patients with chronic Pseudomonas aeruginosa infections are prescribed inhaled anti-pseudomonal antibiotics. Although, a diverse microbial community exists within CF airways, little is known about how the CF microbiota influences patient outcomes. We hypothesized that organisms within the CF microbiota are affected by inhaled-antibiotics and baseline microbiome may be used to predict therapeutic response. Methods: Adults with chronic P. aeruginosa infection from four clinics were observed during a single 28 day on/off inhaled-aztreonam cycle. Patients performed serial sputum collection, CF-respiratory infection symptom scores (CRISS), and spirometry. Patients achieving a decrease of >= 2 CRISS by day 28 were categorized as subjective responders (SR). The airway microbiome was defined by Illumina MiSeq analysis of the 16S rRNA gene. Results: Thirty-seven patients (median 37.4years and FEV1 44% predicted) were enrolled. No significant cohort-wide changes in the microbiome were observed between on/off AZLI cycles in either alpha-or beta-diversity metrics. However, at an individual level shifts were apparent. Twenty-one patients (57%) were SR and fourteen patients did not subjectively respond. While alpha-diversity metrics did not associate with response, patients who did not subjectively respond had a higher abundance of Staphylococcus and Streptococcus, and lower abundance of Haemophilus. Conclusions: The CF microbiome is relatively resilient to AZLI perturbations. However, associated changes were observed at the individual patient level. The relative abundance of key “off-target” organisms associated with subjective improvements suggesting that the microbiome may be used as a tool to predict patient response - potentially improving outcomes. (C) 2019 European Cystic Fibrosis Society. Published by Elsevier B.V. All rights reserved.","2019-11","2022-06-27 16:28:50","2022-07-01 16:13:18","","829-837","","6","18","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human lung; var-antibiotics; var-treatment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HME6VAQJ","journalArticle","2018","Karacic, Sabina; Wilen, Britt-Marie; Suarez, Carolina; Hagelia, Per; Persson, Frank","Subsea tunnel reinforced sprayed concrete subjected to deterioration harbours distinct microbial communities","BIOFOULING","","","10.1080/08927014.2018.1556259","","Deterioration of concrete is a large societal cost. In the Oslofjord subsea tunnel (Norway), deterioration of sprayed concrete and corrosion of reinforcing steel fibres occur under biofilm formed at sites with intrusion of saline groundwater. In this study, the microbial community structure, in situ environmental gradients and chemical composition of the biofilms were examined at three tunnel sites. Ammonia- and nitrite-oxidising microorganisms, in particular Nitrosopumilus sp., and iron-oxidising bacteria within Mariprofundus sp., were omnipresent, together with a diversity of presumably heterotrophic bacteria. Alpha- and beta diversity measures showed significant differences in richness and community structure between the sites as well as over time and null-models suggested that deterministic factors were important for the community assembly. The superficial flow of water over the biofilm had a strong effect on oxygen penetration in the biofilm and was identified as one major environmental gradient that varied between the sites, likely being important for shaping the microbial communities.","2018","2022-06-27 16:28:50","2022-07-19 17:22:47","","1161-1174","","10","34","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-soil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VI73ZFV8","journalArticle","2022","Cotillard, Aurelie; Cartier-Meheust, Agnes; Litwin, Nicole S.; Chaumont, Soline; Saccareau, Mathilde; Lejzerowicz, Franck; Tap, Julien; Koutnikova, Hana; Lopez, Diana Gutierrez; McDonald, Daniel; Song, Se Jin; Knight, Rob; Derrien, Muriel; Veiga, Patrick","A posteriori dietary patterns better explain variations of the gut microbiome than individual markers in the American Gut Project","AMERICAN JOURNAL OF CLINICAL NUTRITION","","","10.1093/ajcn/nqab332","","Background Individual diet components and specific dietary regimens have been shown to impact the gut microbiome. Objectives Here, we explored the contribution of long-term diet by searching for dietary patterns that would best associate with the gut microbiome in a population-based cohort. Methods Using a priori and a posteriori approaches, we constructed dietary patterns from an FFQ completed by 1800 adults in the American Gut Project. Dietary patterns were defined as groups of participants or combinations of food variables (factors) driven by criteria ranging from individual nutrients to overall diet. We associated these patterns with 16S ribosomal RNA-based gut microbiome data for a subset of 744 participants. Results Compared to individual features (e.g., fiber and protein), or to factors representing a reduced number of dietary features, 5 a posteriori dietary patterns based on food groups were best associated with gut microbiome beta diversity (P <= 0.0002). Two patterns followed Prudent-like diets-Plant-Based and Flexitarian-and exhibited the highest Healthy Eating Index 2010 (HEI-2010) scores. Two other patterns presented Western-like diets with a gradient in HEI-2010 scores. A fifth pattern consisted mostly of participants following an Exclusion diet (e.g., low carbohydrate). Notably, gut microbiome alpha diversity was significantly lower in the most Western pattern compared to the Flexitarian pattern (P <= 0.009), and the Exclusion diet pattern was associated with low relative abundance of Bifidobacterium (P <= 1.2 x 10(-7)), which was better explained by diet than health status. Conclusions We demonstrated that global-diet a posteriori patterns were more associated with gut microbiome variations than individual dietary features among adults in the United States. These results confirm that evaluating diet as a whole is important when studying the gut microbiome. It will also facilitate the design of more personalized dietary strategies in general populations.","2022-02-09","2022-06-27 16:28:50","2022-06-30 21:01:42","","432-443","","2","115","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; alpha diversity; beta diversity; biome-human gut; var-diet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3VG34DWK","journalArticle","2022","Yang, Irene; Claussen, Henry; Arthur, Robert Adam; Hertzberg, Vicki Stover; Geurs, Nicolaas; Corwin, Elizabeth J.; Dunlop, Anne L.","Subgingival Microbiome in Pregnancy and a Potential Relationship to Early Term Birth","FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY","","","10.3389/fcimb.2022.873683","","BackgroundPeriodontal disease in pregnancy is considered a risk factor for adverse birth outcomes. Periodontal disease has a microbial etiology, however, the current state of knowledge about the subgingival microbiome in pregnancy is not well understood. ObjectiveTo characterize the structure and diversity of the subgingival microbiome in early and late pregnancy and explore relationships between the subgingival microbiome and preterm birth among pregnant Black women. MethodsThis longitudinal descriptive study used 16S rRNA sequencing to profile the subgingival microbiome of 59 Black women and describe microbial ecology using alpha and beta diversity metrics. We also compared microbiome features across early (8-14 weeks) and late (24-30 weeks) gestation overall and according to gestational age at birth outcomes (spontaneous preterm, spontaneous early term, full term). ResultsIn this sample of Black pregnant women, the top twenty bacterial taxa represented in the subgingival microbiome included a spectrum representative of various stages of biofilm progression leading to periodontal disease, including known periopathogens Porphyromonas gingivalis and Tannerella forsythia. Other organisms associated with periodontal disease reflected in the subgingival microbiome included several Prevotella spp., and Campylobacter spp. Measures of alpha or beta diversity did not distinguish the subgingival microbiome of women according to early/late gestation or full term/spontaneous preterm birth; however, alpha diversity differences in late pregnancy between women who spontaneously delivered early term and women who delivered full term were identified. Several taxa were also identified as being differentially abundant according to early/late gestation, and full term/spontaneous early term births. ConclusionsAlthough the composition of the subgingival microbiome is shifted toward complexes associated with periodontal disease, the diversity of the microbiome remains stable throughout pregnancy. Several taxa were identified as being associated with spontaneous early term birth. Two, in particular, are promising targets of further investigation. Depletion of the oral commensal Lautropia mirabilis in early pregnancy and elevated levels of Prevotella melaninogenica in late pregnancy were both associated with spontaneous early term birth.","2022-05-11","2022-06-27 16:28:50","2022-07-19 19:18:19","","","","","12","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human oral; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUNU3AMK","journalArticle","2021","Jockel-Schneider, Yvonne; Schlagenhauf, Ulrich; Stoelzel, Peggy; Gossner, Sophia; Carle, Reiner; Ehmke, Benjamin; Prior, Karola; Hagenfeld, Daniel","Nitrate-rich diet alters the composition of the oral microbiota in periodontal recall patients","JOURNAL OF PERIODONTOLOGY","","","10.1002/JPER.20-0778","","Background This follow-up study evaluated microbiome changes in periodontal recall patients after consuming a nitrate-rich diet that led to a marked decrease of gingival inflammation. Methods Subgingival microbial samples of 37 patients suffering from gingival inflammation with reduced periodontium were taken before professional mechanical plaque removal (baseline) and subsequently after 2 weeks of regularly consuming a lettuce juice beverage (day 14) containing a daily dosage of 200 mg of nitrate (test group, n = 18) or being void of nitrate (placebo group, n = 19). Three hundred base pairs paired-end sequencing of the V3-V4 hypervariable region of the 16S rDNA was performed. Results At baseline, there were no significant differences about the bacterial diversity parameters between the groups (Mann-Whitney U test). After intervention in the test group, Rothia and Neisseria, including species reducing nitrate, increased significantly (negative binomial regression model). Alpha diversity decreased significantly from 115.69 +/- 24.30 to 96.42 +/- 24.82 aRSVs/sample (P = 0.04, Wilcoxon signed-rank test), accompanied by a significant change in beta diversity (P < 0.001, PERMANOVA). In the control group, however, no genus changed significantly, and alpha-, as well as beta-diversity did not change significantly. Conclusions The decrease of gingival inflammation in periodontal recall patients induced by a nitrate-rich diet is accompanied by significant compositional changes within the subgingival microbiome.","2021-11","2022-06-27 16:28:50","2022-07-19 18:20:16","","1536-1545","","11","92","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-human oral; var-disease","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VIMAJ9D","journalArticle","2020","An, Zhigang; Guo, Fengxia; Chen, Yuan; Bai, Gang; Chen, Zhengjun","Rhizosphere bacterial and fungal communities during the growth of Angelica sinensis seedlings cultivated in an Alpine uncultivated meadow soil","PEERJ","","","10.7717/peerj.8541","","Background: Angelica sinensis seedlings are grown in alpine uncultivated meadow soil with rainfed agroecosystems to ensure the quality of A. sinensis after seedling transplantation. The aim was to investigate the rhizosphere bacterial and fungal communities during the growth stages of A. sinensis seedlings. Methods: The bacterial and fungal communities were investigated by HiSeq sequencing of 16S and 18S rDNA, respectively. Results: Proteobacteria and Bacteroidetes were bacterial dominant phyla throughout growth stages. Fungal dominant phyla varied with growth stages, dominant phyla Ascomycota and Chytridiomycota in AM5, dominant phyla Basidiomycota, Ascomycota and Zygomycota in BM5, and dominant phyla Basidiomycota and Ascomycota in CM5. There was no significant variation in the alpha-diversity of the bacterial and fungal communities, but significant variation was in the beta-diversity. We found that the variation of microbial community composition was accompanied by the changes in community function. The relative abundance of fungal pathogens increased with plant growth. We also identified the core microbes, significant-changing microbes, stage-specific microbes, and host-specific microbes. Plant weight, root length, root diameter, soil pH, rainfall, and climate temperature were the key divers to microbial community composition. Conclusions: Our findings reported the variation and environmental drivers of rhizosphere bacterial and fungal communities during the growth of A. sinensis seedlings, which enhance the understanding of the rhizosphere microbial community in this habitat.","2020-03-26","2022-06-27 16:28:50","2022-06-30 17:07:36","","","","","8","","","","","","","","","","","","","","","","","Type: Article","","","","remove","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2B7PU98","journalArticle","2021","Rocha, Fernando Igne; Ribeiro, Thiago Goncalves; Fontes, Marcelo Antoniol; Schwab, Stefan; Rodrigues Coelho, Marcia Reed; Lumbreras, Jose Francisco; Ferreira da Motta, Paulo Emilio; Teixeira, Wenceslau Geraldes; Cole, James; Borsanelli, Ana Carolina; Dutra, Iveraldo dos Santos; Howe, Adina; de Oliveira, Aline Pacobahyba; Jesus, Ederson da Conceicao","Land-Use System and Forest Floor Explain Prokaryotic Metacommunity Structuring and Spatial Turnover in Amazonian Forest-to-Pasture Conversion Areas","FRONTIERS IN MICROBIOLOGY","","","10.3389/fmicb.2021.657508","","Advancing extensive cattle production is a major threat to biodiversity conservation in Amazonia. The dominant vegetation cover has a drastic impact on soil microbial communities, affecting their composition, structure, and ecological services. Herein, we explored relationships between land-use, soil types, and forest floor compartments on the prokaryotic metacommunity structuring in Western Amazonia. Soil samples were taken in sites under high anthropogenic pressure and distributed along a +/- 800 km gradient. Additionally, the litter and a root layer, characteristic of the forest environment, were sampled. DNA was extracted, and metacommunity composition and structure were assessed through 16S rRNA gene sequencing. Prokaryotic metacommunities in the bulk soil were strongly affected by pH, base and aluminum saturation, Ca + Mg concentration, the sum of bases, and silt percentage, due to land-use management and natural differences among the soil types. Higher alpha, beta, and gamma diversities were observed in sites with higher soil pH and fertility, such as pasture soils or fertile soils of the state of Acre. When taking litter and root layer communities into account, the beta diversity was significantly higher in the forest floor than in pasture bulk soil for all study regions. Our results show that the forest floor's prokaryotic metacommunity performs a spatial turnover hitherto underestimated to the regional scale of diversity.","2021-04-21","2022-06-27 16:28:50","2022-06-29 17:12:52","","","","","12","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; biome-soil; var-land-use","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GK4ARAIS","journalArticle","2018","Reese, Aspen T.; Lulow, Kyrstin; David, Lawrence A.; Wright, Justin P.","Plant community and soil conditions individually affect soil microbial community assembly in experimental mesocosms","ECOLOGY AND EVOLUTION","","","10.1002/ece3.3734","","Soils harbor large, diverse microbial communities critical for local and global ecosystem functioning that are controlled by multiple and poorly understood processes. In particular, while there is observational evidence of relationships between both biotic and abiotic conditions and microbial composition and diversity, there have been few experimental tests to determine the relative importance of these two sets of factors at local scales. Here, we report the results of a fully factorial experiment manipulating soil conditions and plant cover on old-field mesocosms across a latitudinal gradient. The largest contributor to beta diversity was site-to-site variation, but, having corrected for that, we observed significant effects of both plant and soil treatments on microbial composition. Separate phyla were associated with each treatment type, and no interactions between soil and plant treatment were observed. Individual soil characteristics and biotic parameters were also associated with overall beta-diversity patterns and phyla abundance. In contrast, soil microbial diversity was only associated with site and not experimental treatment. Overall, plant community treatment explained more variation than soil treatment, a result not previously appreciated because it is difficult to dissociate plant community composition and soil conditions in observational studies across gradients. This work highlights the need for more nuanced, multifactorial experiments in microbial ecology and in particular indicates a greater focus on relationships between plant composition and microbial composition during community assembly.","2018-01","2022-06-27 16:28:50","2022-06-28 20:26:46","","1196-1205","","2","8","","","","","","","","","","","","","","","","","Type: Article","","","","16S sequencing; alpha-OTU richness; alpha-Shannon Index; biome-soil; dist-Bray-Curtis dissimilarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7ACK4MYL","journalArticle","2019","Ragab, Ala'a; Katuri, Krishna P.; Ali, Muhammad; Saikaly, Pascal E.","Evidence of Spatial Homogeneity in an Electromethanogenic Cathodic Microbial Community","FRONTIERS IN MICROBIOLOGY","","","10.3389/fmicb.2019.01747","","Microbial electrosynthesis (MES) has been gaining considerable interest as the next step in the evolution of microbial electrochemical technologies. Understanding the niche biocathode environment and microbial community is critical for further developing this technology as the biocathode is key to product formation and efficiency. MES is generally operated to enrich a specific functional group (e.g., methanogens or homoacetogens) from a mixed-culture inoculum. However, due to differences in H-2 and CO2 availability across the cathode surface, competition and syntrophy may lead to overall variability and significant beta-diversity within and between replicate reactors, which can affect performance reproducibility. Therefore, this study aimed to investigate the distribution and potential spatial variability of the microbial communities in MES methanogenic biocathodes. Triplicate methanogenic biocathodes were enriched in microbial electrolysis cells for 5 months at an applied voltage of 0.7 V. They were then transferred to triplicate dual-chambered MES reactors and operated at -1.0 V vs. Ag/AgCl for six batches. At the end of the experiment, triplicate samples were taken at different positions (top, center, bottom) from each biocathode for a total of nine samples for total biomass protein analysis and 16S rRNA gene amplicon sequencing. Microbial community analyses showed that the biocathodes were highly enriched with methanogens, especially the hydrogenotrophic methanogen family Methanobacteriaceae, Methanobacterium sp., and the mixotrophic Methanosarcina sp., with an overall core community representing > 97% of sequence reads in all samples. There was no statistically significant spatial variability (p > 0.05) observed in the distribution of these communities within and between the reactors. These results suggest deterministic community assembly and indicate the reproducibility of electromethanogenic biocathode communities, with implications for larger-scale reactors.","2019-07-31","2022-06-27 16:28:50","2022-06-30 20:54:38","","","","","10","","","","","","","","","","","","","","","","","Type: Article","","","","remove","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
